userName;score;at;content
Alfian Khusnul;1;03/03/2023 11:39;Alur aplikasi tidak jelas, registrasi bahkan pakai NIK, yah semoga aman. User Interface berbelit-belit, padahal secara keseluruhan aplikasi ini cuma untuk rekap transaksi BBM. Aplikasi juga terlalu dependent aplikasi lain (linkaja) untuk opsi pembayaran, intinya tidak bisa pakai metode lain kalau tidak daftar link aja, padahal sinkronisasi saja tidak. Jujur, aplikasi ini bisa dibuat jauh lebih simpel kalau memang niat. Terlebih, wkwk ini yg bintang 5 bot semua.
getti fajral;3;03/03/2023 11:35;berguna sekali
Parlindungan Siagian;5;03/03/2023 11:01;Mantapa dan dapat digunankN
Diyah Chan;1;03/03/2023 10:56;Aplikasi nggak jelas
OPTOMS;3;03/03/2023 10:32;Tolong itu pak..petugas pertaminanya,nota bensinnya selalu di snapchart duluan sama dia..padahal kan itu hak nya yg beli. Itu sering sekali dan bahkan selalu.. Perlu tindakan tuh.. Keenakan mereka.
Lusiyanti;1;03/03/2023 10:14;Ribet banget ya allah kalo salah dikit balik lagi dr awal capee, ada yang tau punya saya sudah dftr tp foto stnknya tidak jelas dan pendftrn gagal bagaimna ya soalnya mau dibenarkan datanya niknya sudah d pakai
Iswanto Iswanto;5;03/03/2023 09:34;Td
Muhammad Baiq;5;03/03/2023 08:15;Aplikasinya bagus banget, daftarnya juga ga ribet
Andi Sofyan;2;03/03/2023 07:00;Registrasi nya ribet, harus dihubungkan dgn link. Ketika di hubungkan tidak bisa dgn alasan internet tidak stabil. Padahal di tengah kota, beberapa kali nyoba selama seminggu juga gak bisa terhubung.
pandhoe oetomo;1;03/03/2023 06:30;Sudah tahun daftar tapi blm di verifikasi, ngapain ada aplikasi kalo mau verifikasi saja susah
Oloan Tampubolon;5;03/03/2023 06:14;Mudah dan akurat
Ahmad Nurohim;2;03/03/2023 05:57;Susah di operasikan,
ilham akbar;1;03/03/2023 04:49;Perbaiki dl sistem baru bikn aturan bikin susah rakyat kecil sja bagaimana dengan orng yg blm mampu bli hp anroid, 👎👎👎
Michael Jacksen;4;03/03/2023 04:29;Untuk Saran agar di Riwayat pembelian di tambahkan Fitur cetak atau download Nota pembelian seperti di gerai Alfamart atau Indomaret agar jika sewaktu-waktu konsumen membutuhkan nota pembelian nya bisa dicetak lagi. Terimakasih 🙏
Aspand 3010;1;03/03/2023 03:59;Aplikasi belum layak launching.. membingungkan.
Nurmala Sari;1;03/03/2023 03:50;Salah aplikasi... Dk bisa aplikasinya
putu fabian;1;03/03/2023 03:23;Harusnya di kasih riwayat pembelian terahir di spbu mana,kuota bahan bakar rawan terjadi kecolongan
three laksana;5;03/03/2023 03:13;Mengikuti zaman, di tuntut untuk maju
Rino Hm;5;03/03/2023 02:46;Baik
Gaung Keren;1;03/03/2023 01:21;Aplikasi gak guna
Fatah Abdilah;1;03/03/2023 01:07;Aplikasi gx gunaa inii BABIIII
Yusan Efrandika;1;03/03/2023 00:40;GJLS, SURUH DONLOD TAPI GABISA DIBUKA
Abdul Rahman;5;02/03/2023 23:55;Semoga lebih memudahkan kita
Mad Raji;1;02/03/2023 21:58;Jelek suka eror bened aja udah akunya
Adrielle MAN;5;02/03/2023 21:21;"DPMPTSP|PSBBTangsel|BNPB|PalawanGardaDepan,nasionalis emPowered ""personalisasi"""
Mr muslim;1;02/03/2023 19:58;Ruwettt daftarnya susah, tpi di wajibkan. Juara deh bkin rakyat sabar.
Andri 67;1;02/03/2023 17:32;Semoga ada pesaingnya di Indonesia supaya bisa ganti pengisian di pom lain, untuk pelayanan buruk cuma memberi tau saja, tidak bisa membantu yg awan resgistrasi lol
Lah Antah;5;02/03/2023 16:23;Ok
Arli Ardhirizaldi;1;02/03/2023 16:19;Aplikasi 💩 setiap masuk suka responnya lama banget bikin ga enak orang ngantri aja, kaya gini mau kaya gini nyuruh orang pake aplikasi busuk ga karuan kaya gini
Jamhur Ali a;5;02/03/2023 14:59;Semoga sukses pertamina
Herry Zae;5;02/03/2023 13:58;Saya kasih bintang 5 karena anda sdh berhasil membuat binggung,kesulitan rakyat .... Selamat anda berhasil .... mempersulit rakyat Maka anda² akan di diberi kesulitan kembali......
Dden_ RH76;1;02/03/2023 13:40;Kenapa ini aplikasi...?!!!! Udh antri panjang² di spbu, giliran isi bbm eh malah ga bisa dibuka aplikasinya... Hadeuuuh, biasanya ga ada masalah....
Riyanda Okki;1;02/03/2023 13:32;Ribet
Willy Tambunan;5;02/03/2023 13:21;Kenapa mypertamina yang aku daftar kata nya tidak aktif
Juanri Situmorang;1;02/03/2023 13:14;Aplikasi ga bisa daftar ulang cuman gara gara foto ban ga bisa dihitung saya ga bisa dapat subsidi apa apa nih pemerintah
Jaenudin Jae;1;02/03/2023 12:37;Download bolak balik salah terus dari awal sampai saat ini selalu salah nik password nomor handphon tidak susailah membingungkan
Esar Devi;1;02/03/2023 11:55;Get
Al Ritonga;1;02/03/2023 11:44;Dasar tukang mempersulit rakyat
Syilvia Suci;1;02/03/2023 11:17;Aplikasi ga guna.!!! Kl cm mw curi data bwt pemilu tuh jgn ngeribetin rakyat.!! Qt ini bayar bukan minta. !! Subsidi matamu subsidi.!! Harga luar negri aja ga sepayah produk konoha
Muhamad Reza;1;02/03/2023 11:14;Aplikasi yg paling membingungkan😥
Rul_s 148;1;02/03/2023 10:51;Aplikasi asu, nyusahin yang ada, ngisi wajib punya barkot, tapi daftar akun gak bisa
Wahyu Aris;1;02/03/2023 10:49;Hapus nih aplikasi nyusain supir
bella cell;3;02/03/2023 10:43;Gw pake avanza.. parah nih skrg pertalite gas buang nya nyengat banget bau nya... Dulu perasaan kaga bau sebegini.. Gw kira mobil gw doank, pas gw cek mobil2 tmen gw juga persis bau nya semua begitu.... Harga udh naek lumayan,, Kwalitas nya gimana sieh?? Gw mo curhat ke babeh erik tohir gimana cara nya yak!!!
Amye Karnita;1;02/03/2023 10:22;PIN SALAH TERUS PADAHAL UDA BETUL
muhammad yudha hutama;1;02/03/2023 09:32;Nyusahin, errar error... Hapus aja aplikasinya...dampaknya gak jelas... Hapus aja aplikasinya gak worth it... Isi ulasan komplain semua gitu, gak ditanggepin lagi...
generasi kholaf;1;02/03/2023 09:24;Aplikasi soak, katanya hubungkan ke link aja. Eh di hubungkan ga bisa. Ada ada aja nih buat apk ga bermutu
Sujud Sujud;1;02/03/2023 09:19;Bikin sebel..soalnya setiap ngisi solar selalu habis padahal ngisi 2 hari 3 hari bar ngisi.katanya dah ada yg ngambil ngisi.berarti kan dibajak orang.
Rizky Dwi;1;02/03/2023 08:53;Aplikasinya bikin bingung, sangat sulit untuk daftar harus lebih dipermudah
slow bro;1;02/03/2023 08:19;Aplikasi ko
nanang sukandar;5;02/03/2023 08:16;Di tes dlu di 5 bintang
to uyy channel;1;02/03/2023 07:37;Coba berulang hampir 1 minggu Tetap gk bisa slalu di tolak Payah....
karib mungkur;3;02/03/2023 07:31;Coba dulu
Tita Sriyati;5;02/03/2023 07:18;Praktis
Wahyu Gerub;1;02/03/2023 06:51;Masa ngirim foto aja susah kali dikonfirmasi Kami tetep bayar beli minyak bukan mintak
Ari Bowo;1;02/03/2023 06:47;Gak ada kerja klen selain nyusahkan aku. Udah di daftar tetap aja gagal
fahmi anam;1;02/03/2023 05:50;Payah
Rudy Ireng;1;02/03/2023 05:10;Pejuhhh plat no kendaraan sdah di input,sopo seng inputtt cokkk
sujarwo se;5;02/03/2023 05:01;Ok
Bernando Sinaga;1;02/03/2023 04:38;Apk apaan ini...pesan msuk k email dr my pertamina. Foto stnk tidak sesuai[hrus terbaca] klik linknya. Malah blik lg ke halaman Awal. Buat ribet/bosen. Ngk guna..shrusnya data tersimpan. Dan hnya memperbaiki yg salah.
ade rvp;1;02/03/2023 04:38;Aplikasi Buruk!!!!
Akbar Riska;1;02/03/2023 04:28;Knpa susah sekali dapat barcode nya
Hendrik Phyco;5;02/03/2023 04:26;Lebih efisien
Eko Eko;1;02/03/2023 04:14;Sudah terdaftar,tp tak bs login apl buruk!mempersulit pengguna!
Eef Saefullah;5;02/03/2023 04:10;Subsidi
Alfa Aliyosa;3;02/03/2023 04:09;Ada aplikasi tapi susah masuk
M. Agung Sefriandi;1;02/03/2023 04:01;Gak bisa login, udah nulis id paswrd begitu klik masuk tidak ada respon
Martinn;1;02/03/2023 03:56;Kebijakan bodooh
Otniel Panca Krisman Dawolo;1;02/03/2023 03:10;Ngak ada manfaatnya
Tris Djati Wahono;1;02/03/2023 03:06;Ribet, sulit masuk
Arbhi Sandra;2;02/03/2023 03:02;Bongak
Bagas_ blezz;1;02/03/2023 02:59;Bikin ribet aja ini aplikasi
Pinang Pinang5;1;02/03/2023 02:56;Aplikasi tak jelas bikin ribet
Heru Labuan Aja;5;02/03/2023 02:46;Mantap
Ahmad Widadi;1;02/03/2023 02:32;Ribet,tolong diperbaiki lagi kalo memang bakal dipakai
Thomas Thomas;1;02/03/2023 02:24;Minta upload Stnk udh foto seharian masih minta revisi.
Kang Bagong;2;02/03/2023 02:14;Ju😚🤪😘😜😘
Anton Kadafi;1;02/03/2023 01:45;Aplikasinya sulit untuk mendaftar mendapatkan barcode, kebijakan mengisi BBM subsidi dengan menggunakan barcode sungguh sangat mempersulit dan menyusahkan
Heru Bambang;5;02/03/2023 00:26;Ok
Lastri Wibowo;1;02/03/2023 00:12;Dibuat ribet di negeri sendiri,apa2 bli apk kita mo bayar bkan mo utang.
Akmal Akmal;5;01/03/2023 21:50;Fihh
I Made Satria Jaya;1;01/03/2023 18:23;Pemerintah maunya apa sih.. Mau ngatur rakyatnya atau sebaliknya... Jangan bikin susah rakyat kecillah... Tuh ..... atur sana yg merongrong NKRI ini.
Rahmat Syafii;1;01/03/2023 17:11;Aplikasi linglung Kalau belum siap pemerintah dan pertamina gak usah buat aturan yg nyusahkan rakyat
Zain Abi Ahmad.;2;01/03/2023 16:20;Bintang 2 dulu nanti kalo udah terdaftar takkasih 5 ok?
Joni Wanto;5;01/03/2023 15:34;Ok membantu
Agus Murianto;1;01/03/2023 15:32;Menyusahkan masyarakat. Nunggu kode email ngak masuk-masuk
Aneuk maharaja Lois;5;01/03/2023 15:20;Ok
Sartika Candra;1;01/03/2023 15:19;Aplikasi banyak bug Beli minyak sulit, login di persulit
kuat rifai Rifai;1;01/03/2023 15:16;Aplikasi tidak mutu
arfaz febri;1;01/03/2023 14:25;Aplikasi yg malah menyusahkan rakyat...
Joko Wiyono;3;01/03/2023 14:09;Kon tidak bisa tersambung dengan ovo
Santoso Soewito;5;01/03/2023 13:42;good
Ika Muria;1;01/03/2023 13:32;Aplikasi untuk mempersulit masyarakat
Bungsu Yono;5;01/03/2023 13:24;Mantap,pakai barkot,biar mobil langsir tidak seenaknya ngisi do SPBU
Eteng Gaming;1;01/03/2023 13:19;Aplikasi TAl!!!!
m monir;1;01/03/2023 12:34;Tolong ya. Kalau bikin aplikasi yg bener dikit lah. Reset password minimal 10 karakter. Giliran mau login cuma bisa ngisi 6 karakter. Coba rada di perbaiki dulu. Mau bikin 6 karakter passnya nggak bisa2 aneh aplikasi ini tuh. Tolong di perbaiki, aplikasi pemerintahan tp kok gini kalah sama aplikasi olshop.
dicky BassDrum;1;01/03/2023 12:23;Klik lupa password tapi email gak masuk. Layanan wa my pertamina juga lambat respon
Wahyudi Dinara;1;01/03/2023 12:17;Aplikasi ini kok sulit untuk claim bar code nya,data nya belum terverivikasi ,padahal sudah lama daftar nya,tolong lah di permudah semudah mudah nya,agar kami ngak kesulitan daftar untuk membeli solar subsidi ini.
Araya Raya;5;01/03/2023 11:54;Mamtap
Apri sal;2;01/03/2023 11:49;Sudah mendaftar tapi barcodenya belum keluar2
Andono Teguh;1;01/03/2023 11:44;Aplikasi gak jelas, udah daftar berhasil, pas mau login katanya Sandi salah. GAK JElAs
Putut eko Kerto diharjo 017;3;01/03/2023 10:54;Kenapa tidak bisa partner business dengan apk. Flip.ID dan bank BSI kakak mohon penjelasannya 🙄🤔🤩🤩🤩
sumarli oki;1;01/03/2023 10:26;Aplikasi taik foto mobil plat harus dapat trus sama ban 6 harus dapat coba admin poto kalau bisa!
Sugito Gito;1;01/03/2023 10:19;Saya salah masukin email, lalu mau masuk ke pendataan lagi tidak bisa krna minta otp dri email.. Cemana nih, data diri saya sudah masuk pulak ke email yg salah itu, tolong lah buat aplikasi tu jgn nyusahin org.. Gak semua org paham cara nya..
wee jing;5;01/03/2023 09:54;Bagus
Ayik Dwy shaputra;1;01/03/2023 09:46;"Knp sihh daftarnya ribet bgt,, gagal trs apa"" gagal Bnrin dong sistemnya"
Uchiha madara;1;01/03/2023 09:35;Apk kntl
